person_id,page_number,origin_place,classification,origin_place_norm_proposed,age,sex,legal_status_norm,family_status_norm,comments
P001489,118,На Сахалине,exceptional_non_administrative,На Сахалине,10,Женский,Дочь крестьянина из ссыльных,Дочь,
P001490,118,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын крестьянина из ссыльных,Сын,
P001491,118,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь крестьянина из ссыльных,Дочь,
P001492,118,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь крестьянина из ссыльных,Дочь,
P001493,118,На Сахалине,exceptional_non_administrative,На Сахалине,1,Мужской,Сын крестьянина из ссыльных,Сын,
P001499,118,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,496
P001500,118,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын крестьянки из ссыльных,Незаконнорожденный сын,495
P001517,119,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселки,Незаконнорожденный сын,494
P001522,120,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын ссыльнокаторжного,Сын,
P001523,120,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын ссыльнокаторжного,Сын,
P001536,120,На Сахалине,exceptional_non_administrative,На Сахалине,2,Мужской,Сын поселки,Незаконнорожденный сын,492
P001537,121,На Сахалине,exceptional_non_administrative,На Сахалине,0,Мужской,Сын поселки,Незаконнорожденный сын,491
P001540,121,На Сахалине,exceptional_non_administrative,На Сахалине,4,Мужской,Сын поселенца,Сын,
P001541,121,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P001542,121,На Сахалине,exceptional_non_administrative,На Сахалине,1,Женский,Дочь поселенца,Дочь,
P001547,121,На Сахалине,exceptional_non_administrative,На Сахалине,6,Мужской,Сын поселенца,Сын,
P001562,122,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын крестьянина из ссыльных,Сын,
P001567,123,На Сахалине,exceptional_non_administrative,На Сахалине,3,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,489
P001577,123,На Сахалине,exceptional_non_administrative,На Сахалине,5,Мужской,Сын поселенца,Сын,
P001580,123,На Сахалине,exceptional_non_administrative,На Сахалине,15,Женский,Дочь крестьянина из ссыльных,Дочь,
P001581,123,На Сахалине,exceptional_non_administrative,На Сахалине,12,Женский,Дочь крестьянина из ссыльных,Дочь,
P001582,123,На Сахалине,exceptional_non_administrative,На Сахалине,9,Женский,Дочь крестьянина из ссыльных,Дочь,
P001588,124,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Дочь,
P001591,124,На Сахалине,exceptional_non_administrative,На Сахалине,13,Мужской,Сын поселенца,Сын,
P001592,124,На Сахалине,exceptional_non_administrative,На Сахалине,10,Мужской,Сын поселенца,Сын,
P001594,124,На Сахалине,exceptional_non_administrative,На Сахалине,7,Мужской,Сын поселенца,Сын,
P001595,124,На Сахалине,exceptional_non_administrative,На Сахалине,3,Мужской,Сын поселенца,Сын,
P001596,124,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Дочь,
P001624,126,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь ссыльнокаторжной,Незаконнорожденная дочь,488
P001639,127,На Сахалине,exceptional_non_administrative,На Сахалине,6,Женский,Дочь поселки,Незаконнорожденная дочь,487
P001640,127,На Сахалине,exceptional_non_administrative,На Сахалине,4,Женский,Дочь поселки,Незаконнорожденная дочь,486
P001641,127,На Сахалине,exceptional_non_administrative,На Сахалине,2,Женский,Дочь поселенца,Незаконнорожденная дочь,485
P001642,127,На Сахалине,exceptional_non_administrative,На Сахалине,0,Женский,Дочь поселенца,Незаконнорожденная дочь,484
P001650,128,На Сахалине,exceptional_non_administrative,На Сахалине,12,Женский,Дочь крестьянина из ссыльных,Дочь,
P001651,128,На Сахалине,exceptional_non_administrative,На Сахалине,9,Мужской,Сын крестьянина из ссыльных,Сын,
